notation	description	uri
ZE 46000	Lebensmittelhygiene	https://th-wildau.de/rvk-short/ZE46000
ZE 46500 - ZE 46950	Ernährungspathologie	https://th-wildau.de/rvk-short/ZE46500-ZE46950
ZE 47000 - ZE 49900	Ernährungspolitik, Ernährungswirtschaft	https://th-wildau.de/rvk-short/ZE47000-ZE49900
ZE 50000 - ZE 68099	Lebensmittel	https://th-wildau.de/rvk-short/ZE50000-ZE68099
ZE 70000 - ZE 89000	Haushaltswissenschaft	https://th-wildau.de/rvk-short/ZE70000-ZE89000
ZE 70000 - ZE 70099	Allgemeines	https://th-wildau.de/rvk-short/ZE70000-ZE70099
ZE 70100 - ZE 70199	Kongresse, Symposien, Tagungen	https://th-wildau.de/rvk-short/ZE70100-ZE70199
ZE 70200	Serien, Schriftenreihen	https://th-wildau.de/rvk-short/ZE70200
ZE 70250	Veröffentlichungen von Gesellschaften und Vereinen	https://th-wildau.de/rvk-short/ZE70250
ZE 70300	Nachschlagewerke	https://th-wildau.de/rvk-short/ZE70300
ZE 70350	Gesamtdarstellungen, Lehrbücher	https://th-wildau.de/rvk-short/ZE70350
ZE 70380	Geschichte der Haushaltswissenschaft	https://th-wildau.de/rvk-short/ZE70380
ZE 70400 - ZE 73500	Haushaltsökonomik	https://th-wildau.de/rvk-short/ZE70400-ZE73500
ZE 74000 - ZE 79500	Haushaltsführung	https://th-wildau.de/rvk-short/ZE74000-ZE79500
ZE 80000 - ZE 84500	Wohnkultur, Wohnökologie	https://th-wildau.de/rvk-short/ZE80000-ZE84500
ZE 85500 - ZE 87500	Kleidung	https://th-wildau.de/rvk-short/ZE85500-ZE87500
ZE 88000	Sonstige Gegenstände	https://th-wildau.de/rvk-short/ZE88000
ZE 89000	Körperpflege, Kosmetik	https://th-wildau.de/rvk-short/ZE89000
ZG - ZS	Technik	https://th-wildau.de/rvk-short/ZG-ZS
ZG	Technik allgemein	https://th-wildau.de/rvk-short/ZG
ZG 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZG1000
ZG 1100	Zeitschriften	https://th-wildau.de/rvk-short/ZG1100
ZG 4000	Serien	https://th-wildau.de/rvk-short/ZG4000
ZG 4500	Fortgesetzte Kongressberichte	https://th-wildau.de/rvk-short/ZG4500
ZG 4900	Sonstige Kongressberichte	https://th-wildau.de/rvk-short/ZG4900
ZG 5000	Jahrbücher	https://th-wildau.de/rvk-short/ZG5000
ZG 6000	Berichte von Anstalten, Gesellschaften und Firmen	https://th-wildau.de/rvk-short/ZG6000
ZG 7000	Laufende Bibliografien	https://th-wildau.de/rvk-short/ZG7000
ZG 7050	Abgeschlossene Bibliografien	https://th-wildau.de/rvk-short/ZG7050
ZG 7060	Dissertationslisten	https://th-wildau.de/rvk-short/ZG7060
ZG 7070	Zeitschriftenbibliografien	https://th-wildau.de/rvk-short/ZG7070
ZG 7080	Bibliothekskataloge	https://th-wildau.de/rvk-short/ZG7080
ZG 7090	Verlags- und Buchhandelskataloge	https://th-wildau.de/rvk-short/ZG7090
ZG 7800	Biografische Lexika	https://th-wildau.de/rvk-short/ZG7800
ZG 7850	Biografiensammlungen	https://th-wildau.de/rvk-short/ZG7850
ZG 8000	Einzelbiografien, Memoiren	https://th-wildau.de/rvk-short/ZG8000
ZG 8100	Fest- und Gedenkschriften für Personen	https://th-wildau.de/rvk-short/ZG8100
ZG 8200	Fest- und Gedenkschriften für Institutionen	https://th-wildau.de/rvk-short/ZG8200
ZG 8300	Gesammelte Schriften einzelner Personen	https://th-wildau.de/rvk-short/ZG8300
ZG 8400	Amtliches Schrifttum (einschließlich Gesetze und Verordnungen)	https://th-wildau.de/rvk-short/ZG8400
ZG 8510	Adressbücher	https://th-wildau.de/rvk-short/ZG8510
ZG 8520	Abkürzungsverzeichnisse	https://th-wildau.de/rvk-short/ZG8520
ZG 8530	Fachwörterbücher einsprachig	https://th-wildau.de/rvk-short/ZG8530
ZG 8540	Fachwörterbücher mehrsprachig	https://th-wildau.de/rvk-short/ZG8540
ZG 8550	Enzyklopädien	https://th-wildau.de/rvk-short/ZG8550
ZG 8560	Handbücher	https://th-wildau.de/rvk-short/ZG8560
ZG 8570	Tabellenwerke	https://th-wildau.de/rvk-short/ZG8570
ZG 8580	Einführung in die Literaturbenutzung	https://th-wildau.de/rvk-short/ZG8580
ZG 8590	Formelsammlungen	https://th-wildau.de/rvk-short/ZG8590
ZG 8600	Allgemeine Darstellungen mit umfassender Thematik	https://th-wildau.de/rvk-short/ZG8600
ZG 8610	Darstellungen zu mehreren Teilgebieten	https://th-wildau.de/rvk-short/ZG8610
ZG 8620	Populäre Darstellungen mit umfassender Thematik	https://th-wildau.de/rvk-short/ZG8620
ZG 8630	Bildbände	https://th-wildau.de/rvk-short/ZG8630
ZG 8640	Beziehungen zu anderen Gebieten	https://th-wildau.de/rvk-short/ZG8640
ZG 8645	Technikfolgenabschätzung	https://th-wildau.de/rvk-short/ZG8645
ZG 8650	Technik der Zukunft; utopische Technik	https://th-wildau.de/rvk-short/ZG8650
ZG 8700 - ZG 8960	Technikgeschichte	https://th-wildau.de/rvk-short/ZG8700-ZG8960
ZG 9000 - ZG 9040	Technische Ausbildung	https://th-wildau.de/rvk-short/ZG9000-ZG9040
ZG 9050	Berufsfragen (Ingenieur, Techniker)	https://th-wildau.de/rvk-short/ZG9050
ZG 9055	Geschlechterforschung in den Ingenieurwissenschaften und der Technik	https://th-wildau.de/rvk-short/ZG9055
ZG 9060	Technische Forschung	https://th-wildau.de/rvk-short/ZG9060
ZG 9070	Forschungsanstalten; technische Vereine und Organisationen	https://th-wildau.de/rvk-short/ZG9070
ZG 9080	Technische Innovation; Technologietransfer	https://th-wildau.de/rvk-short/ZG9080
ZG 9085	Technische Beratung; Ingenieurbüros; Technische Unterlage, Pflichtenheft	https://th-wildau.de/rvk-short/ZG9085
ZG 9090	Arbeitswissenschaft	https://th-wildau.de/rvk-short/ZG9090
ZG 9100	Grundlagen, Hilfswissenschaften	https://th-wildau.de/rvk-short/ZG9100
ZG 9120	Technisches Rechnen	https://th-wildau.de/rvk-short/ZG9120
ZG 9140	Technisches Zeichnen	https://th-wildau.de/rvk-short/ZG9140
ZG 9142 - ZG 9148	Konstruktion	https://th-wildau.de/rvk-short/ZG9142-ZG9148
ZG 9150 - ZG 9176	Technische Normung	https://th-wildau.de/rvk-short/ZG9150-ZG9176
ZG 9180 - ZG 9186	Patentwesen	https://th-wildau.de/rvk-short/ZG9180-ZG9186
ZG 9190	Rechtsfragen zur Technik	https://th-wildau.de/rvk-short/ZG9190
ZG 9200	Wirtschaftsfragen	https://th-wildau.de/rvk-short/ZG9200
ZG 9210	Technische Unternehmen; Facility-Management	https://th-wildau.de/rvk-short/ZG9210
ZG 9220	Industrieplanung, Fabrikorganisation, Anlagenplanung	https://th-wildau.de/rvk-short/ZG9220
ZG 9225	Industrie 4.0	https://th-wildau.de/rvk-short/ZG9225
ZG 9230	Betriebsablauf und -organisation	https://th-wildau.de/rvk-short/ZG9230
ZG 9240	Betriebsschutz; Sicherung von Anlagen; Betriebsinstandhaltung	https://th-wildau.de/rvk-short/ZG9240
ZG 9260	Standardisierung, Qualitätskontrolle	https://th-wildau.de/rvk-short/ZG9260
ZG 9270	Technische Zuverlässigkeit	https://th-wildau.de/rvk-short/ZG9270
ZG 9280	Technische Überwachung; Gewerbeaufsicht	https://th-wildau.de/rvk-short/ZG9280
ZG 9285	Sicherheitstechnik; Arbeitsschutz; Schadenverhütung; Unfallforschung	https://th-wildau.de/rvk-short/ZG9285
ZG 9287	Sicherheitstechnik in verschiedenen Branchen (Bauwesen, Elektrotechnik u.a.)	https://th-wildau.de/rvk-short/ZG9287
ZG 9290	Katastrophenschutz; Luftschutz; Explosionsschutz; Zivilschutz (Brandschutz, Feuerwehrtechnik)	https://th-wildau.de/rvk-short/ZG9290
ZG 9300 - ZG 9399	Technik in einzelnen Ländern	https://th-wildau.de/rvk-short/ZG9300-ZG9399
ZG 9400	Kleinschrifttum	https://th-wildau.de/rvk-short/ZG9400
ZG 9410	Firmenschriften und Prospekte	https://th-wildau.de/rvk-short/ZG9410
ZH	Architektur	https://th-wildau.de/rvk-short/ZH
ZH 0001	Zeitschriften	https://th-wildau.de/rvk-short/ZH0001
ZH 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZH1000
ZH 1100 - ZH 2200	Bibliografien, Sammelschriften, Biografien	https://th-wildau.de/rvk-short/ZH1100-ZH2200
ZH 2250 - ZH 2650	Nachschlagewerke	https://th-wildau.de/rvk-short/ZH2250-ZH2650
ZH 2700 - ZH 2780	Ausbildung, Beruf, Forschung	https://th-wildau.de/rvk-short/ZH2700-ZH2780
ZH 2800	Beziehungen zu anderen Fachgebieten	https://th-wildau.de/rvk-short/ZH2800
ZH 3000 - ZH 3950	Architekturpraxis	https://th-wildau.de/rvk-short/ZH3000-ZH3950
ZH 4000 - ZH 4680	Hochbau, Baukunstarten	https://th-wildau.de/rvk-short/ZH4000-ZH4680
ZH 4700 - ZH 4999	Baugeschichte	https://th-wildau.de/rvk-short/ZH4700-ZH4999
ZH 5000 - ZH 5960	Wohnungsbau	https://th-wildau.de/rvk-short/ZH5000-ZH5960
ZH 6000 - ZH 6410	Öffentliche Gebäude	https://th-wildau.de/rvk-short/ZH6000-ZH6410
ZH 6500 - ZH 6850	Wirtschaftsgebäude; gewerbliche Bauten allgemein	https://th-wildau.de/rvk-short/ZH6500-ZH6850
ZH 7000 - ZH 7985	Gebäude	https://th-wildau.de/rvk-short/ZH7000-ZH7985
ZH 8000 - ZH 8985	Innenarchitektur	https://th-wildau.de/rvk-short/ZH8000-ZH8985
ZH 9000 - ZH 9450	Raumplanung,Städtebau, Stadtplanung	https://th-wildau.de/rvk-short/ZH9000-ZH9450
ZH 9605 - ZH 9800	Landschaftsarchitektur/Landschaftsplanung	https://th-wildau.de/rvk-short/ZH9605-ZH9800
ZI	Bauingenieurwesen	https://th-wildau.de/rvk-short/ZI
ZI 0001	Zeitschriften	https://th-wildau.de/rvk-short/ZI0001
ZI 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZI1000
ZI 1100 - ZI 2200	Bibliografien, Sammelschriften, Biografien	https://th-wildau.de/rvk-short/ZI1100-ZI2200
ZI 2250 - ZI 2650	Nachschlagewerke	https://th-wildau.de/rvk-short/ZI2250-ZI2650
ZI 2700 - ZI 2750	Ausbildung, Beruf, Forschung	https://th-wildau.de/rvk-short/ZI2700-ZI2750
ZI 2800	Beziehungen zu anderen Fachgebieten	https://th-wildau.de/rvk-short/ZI2800
ZI 2815	Populäre Darstellung	https://th-wildau.de/rvk-short/ZI2815
ZI 2850	Geschichte des Bauingenieurwesens	https://th-wildau.de/rvk-short/ZI2850
ZI 2860	Ingenieurbauwerke; Führer und Sammelwerke	https://th-wildau.de/rvk-short/ZI2860
ZI 3000 - ZI 3600	Baupraxis, Bauausführung	https://th-wildau.de/rvk-short/ZI3000-ZI3600
ZI 3700 - ZI 3970	Bauwirtschaft	https://th-wildau.de/rvk-short/ZI3700-ZI3970
ZI 4000 - ZI 4960	Bauphysik, Baustoffe, Bauschäden	https://th-wildau.de/rvk-short/ZI4000-ZI4960
ZI 5000 - ZI 5900	Bauberufe, Bauhandwerk	https://th-wildau.de/rvk-short/ZI5000-ZI5900
ZI 6000 - ZI 6350	Tiefbau	https://th-wildau.de/rvk-short/ZI6000-ZI6350
ZI 6400 - ZI 6410	Verkehrswegebau	https://th-wildau.de/rvk-short/ZI6400-ZI6410
ZI 6425 - ZI 6439	Straßen- und Wegebau	https://th-wildau.de/rvk-short/ZI6425-ZI6439
ZI 6440 - ZI 6480	Schienenbahnbau	https://th-wildau.de/rvk-short/ZI6440-ZI6480
ZI 6500 - ZI 6552	Tunnelbau, Stollenbau	https://th-wildau.de/rvk-short/ZI6500-ZI6552
ZI 6560 - ZI 6562	Flughafenbau	https://th-wildau.de/rvk-short/ZI6560-ZI6562
ZI 6600 - ZI 6695	Brückenbau	https://th-wildau.de/rvk-short/ZI6600-ZI6695
ZI 6700 - ZI 6889	Wasserbau, Wasserwirtschaft	https://th-wildau.de/rvk-short/ZI6700-ZI6889
ZI 6900 - ZI 6970	Ingenieur-Hochbau	https://th-wildau.de/rvk-short/ZI6900-ZI6970
ZI 7000 - ZI 7705	Bauweisen	https://th-wildau.de/rvk-short/ZI7000-ZI7705
ZI 8000 - ZI 8860	Haustechnik; technischer Ausbau; Versorgungstechnik	https://th-wildau.de/rvk-short/ZI8000-ZI8860
ZI 9000 - ZI 9800	Geodäsie, Vermessung	https://th-wildau.de/rvk-short/ZI9000-ZI9800
ZK	Bergbau und Hüttenwesen	https://th-wildau.de/rvk-short/ZK
ZK 0001	Zeitschriften	https://th-wildau.de/rvk-short/ZK0001
ZK 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZK1000
ZK 1100 - ZK 2200	Bibliografien, Sammelschriften, Biografien	https://th-wildau.de/rvk-short/ZK1100-ZK2200
ZK 2250 - ZK 2650	Nachschlagewerke	https://th-wildau.de/rvk-short/ZK2250-ZK2650
ZK 2700 - ZK 2750	Ausbildung, Beruf, Forschung	https://th-wildau.de/rvk-short/ZK2700-ZK2750
ZK 2800	Beziehungen zu anderen Fachgebieten	https://th-wildau.de/rvk-short/ZK2800
ZK 2820	Allgemeine, zusammenfassende und übergreifende Darstellungen	https://th-wildau.de/rvk-short/ZK2820
ZK 2850	Populäre Darstellung	https://th-wildau.de/rvk-short/ZK2850
ZK 2900	Geschichte von Bergbau und Hüttenwesen	https://th-wildau.de/rvk-short/ZK2900
ZK 3000 - ZK 3790	Bergwesen	https://th-wildau.de/rvk-short/ZK3000-ZK3790
ZK 4000 - ZK 4800	Bergbaukunde	https://th-wildau.de/rvk-short/ZK4000-ZK4800
ZK 5000 - ZK 5970	Bergbaubereiche	https://th-wildau.de/rvk-short/ZK5000-ZK5970
ZK 6000 - ZK 6630	Aufbereitung	https://th-wildau.de/rvk-short/ZK6000-ZK6630
ZK 7000 - ZK 8600	Hüttenwesen	https://th-wildau.de/rvk-short/ZK7000-ZK8600
ZL	Maschinenbau	https://th-wildau.de/rvk-short/ZL
ZL 0001	Zeitschriften	https://th-wildau.de/rvk-short/ZL0001
ZL 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZL1000
ZL 1100 - ZL 2200	Bibliografien, Sammelschriften, Biografien	https://th-wildau.de/rvk-short/ZL1100-ZL2200
ZL 2250 - ZL 2650	Nachschlagewerke	https://th-wildau.de/rvk-short/ZL2250-ZL2650
ZL 2700 - ZL 2750	Ausbildung, Beruf, Forschung	https://th-wildau.de/rvk-short/ZL2700-ZL2750
ZL 2800	Beziehungen zu anderen Fachgebieten	https://th-wildau.de/rvk-short/ZL2800
ZL 3000 - ZL 3180	Maschinenbau allgemein	https://th-wildau.de/rvk-short/ZL3000-ZL3180
ZL 3200 - ZL 3268	Maschinenkonstruktion	https://th-wildau.de/rvk-short/ZL3200-ZL3268
ZL 3300 - ZL 3700	Betrieb, Sicherheit, Wartung und Reparatur von Maschinen	https://th-wildau.de/rvk-short/ZL3300-ZL3700
ZL 3750 - ZL 3800	Tribologie	https://th-wildau.de/rvk-short/ZL3750-ZL3800
ZL 3900 - ZL 3950	Behälter	https://th-wildau.de/rvk-short/ZL3900-ZL3950
ZL 4000 - ZL 4700	Maschinenelemente	https://th-wildau.de/rvk-short/ZL4000-ZL4700
ZL 5000 - ZL 5950	Kraft- und Arbeitsmaschinen	https://th-wildau.de/rvk-short/ZL5000-ZL5950
ZL 6000 - ZL 6400	Werkzeugmaschinen	https://th-wildau.de/rvk-short/ZL6000-ZL6400
ZL 7100 - ZL 7800	Spezielle Arbeitsmaschinen	https://th-wildau.de/rvk-short/ZL7100-ZL7800
ZM	Werkstoffwissenschaften und Fertigungstechnik	https://th-wildau.de/rvk-short/ZM
ZM 0001	Zeitschriften	https://th-wildau.de/rvk-short/ZM0001
ZM 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZM1000
ZM 1100 - ZM 2200	Bibliografien, Sammelschriften, Biografien	https://th-wildau.de/rvk-short/ZM1100-ZM2200
ZM 2250 - ZM 2650	Nachschlagewerke	https://th-wildau.de/rvk-short/ZM2250-ZM2650
ZM 2700 - ZM 2750	Ausbildung, Beruf, Forschung	https://th-wildau.de/rvk-short/ZM2700-ZM2750
ZM 2800	Beziehungen zu anderen Fachgebieten	https://th-wildau.de/rvk-short/ZM2800
ZM 2850	Populäre Darstellungen	https://th-wildau.de/rvk-short/ZM2850
ZM 3000 - ZM 3900	Werkstoffwissenschaft	https://th-wildau.de/rvk-short/ZM3000-ZM3900
ZM 4000 - ZM 4700	Metallkunde	https://th-wildau.de/rvk-short/ZM4000-ZM4700
ZM 5000 - ZM 5400	Kunststoffe und Polymere als Werkstoffe	https://th-wildau.de/rvk-short/ZM5000-ZM5400
ZM 6000 - ZM 6700	Nichtmetallisch-anorganische Werkstoffe	https://th-wildau.de/rvk-short/ZM6000-ZM6700
ZM 7000 - ZM 7090	Sonderwerkstoffe	https://th-wildau.de/rvk-short/ZM7000-ZM7090
ZM 7500 - ZM 7560	Korrosion	https://th-wildau.de/rvk-short/ZM7500-ZM7560
ZM 7600 - ZM 7690	Oberflächentechnik	https://th-wildau.de/rvk-short/ZM7600-ZM7690
ZM 8000 - ZM 8490	Fertigungsverfahren	https://th-wildau.de/rvk-short/ZM8000-ZM8490
ZM 9000 - ZM 9850	Fertigung	https://th-wildau.de/rvk-short/ZM9000-ZM9850
ZN	Elektrotechnik, Elektronik, Nachrichtentechnik	https://th-wildau.de/rvk-short/ZN
ZN 0001	Zeitschriften	https://th-wildau.de/rvk-short/ZN0001
ZN 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZN1000
ZN 1100 - ZN 2200	Bibliografien, Sammelschriften, Biografien	https://th-wildau.de/rvk-short/ZN1100-ZN2200
ZN 2250 - ZN 2650	Nachschlagewerke	https://th-wildau.de/rvk-short/ZN2250-ZN2650
ZN 2700 - ZN 2750	Ausbildung, Beruf, Forschung	https://th-wildau.de/rvk-short/ZN2700-ZN2750
ZN 2800	Beziehungen zu anderen Fachgebieten	https://th-wildau.de/rvk-short/ZN2800
ZN 3000	Allgemeines; umfassende und übergreifende Darstellungen	https://th-wildau.de/rvk-short/ZN3000
ZN 3010	Reparaturanleitungen	https://th-wildau.de/rvk-short/ZN3010
ZN 3020	VDE-Bestimmungen	https://th-wildau.de/rvk-short/ZN3020
ZN 3030	Drehstrom	https://th-wildau.de/rvk-short/ZN3030
ZN 3040	Gleichstromlehre allgemein	https://th-wildau.de/rvk-short/ZN3040
ZN 3050	Wechselstromlehre allgemein	https://th-wildau.de/rvk-short/ZN3050
ZN 3060	Konstruktion in der Elektrotechnik	https://th-wildau.de/rvk-short/ZN3060
ZN 3070	Mathematische Methoden der Elektrotechnik	https://th-wildau.de/rvk-short/ZN3070
ZN 3080	Rechnergestützter Entwurf in der Elektrotechnik allgemein	https://th-wildau.de/rvk-short/ZN3080
ZN 3090	Zeichnungen und Darstellungen in der Elektrotechnik (Schaltzeichen, Symbole, Schaltpläne)	https://th-wildau.de/rvk-short/ZN3090
ZN 3100	populäre Darstellungen	https://th-wildau.de/rvk-short/ZN3100
ZN 3130	Geschichte der Elektrotechnik allgemein	https://th-wildau.de/rvk-short/ZN3130
ZN 3132	Geschichte der Starkstromtechnik und Elektroenergietechnik	https://th-wildau.de/rvk-short/ZN3132
ZN 3134	Geschichte der Elektronik und Mikroelektronik	https://th-wildau.de/rvk-short/ZN3134
ZN 3136	Geschichte der Kommunikationstechnik	https://th-wildau.de/rvk-short/ZN3136
ZN 3138	Geschichte anderer Teilgebiete der Elektrotechnik	https://th-wildau.de/rvk-short/ZN3138
ZN 3160	Hobbyelektronik; Selbstbau elektronischer Geräte	https://th-wildau.de/rvk-short/ZN3160
ZN 3180	Elektro- und Kommunikationsindustrie (incl. Fertigungs- und Produktionstechnologie)	https://th-wildau.de/rvk-short/ZN3180
ZN 3200 - ZN 3280	Theoretische Elektrotechnik	https://th-wildau.de/rvk-short/ZN3200-ZN3280
ZN 3400 - ZN 3480	Werkstoffe der Elektrotechnik und der Elektronik	https://th-wildau.de/rvk-short/ZN3400-ZN3480
ZN 3600 - ZN 3750	Elektromechanik und Mikromechanik	https://th-wildau.de/rvk-short/ZN3600-ZN3750
ZN 4000 - ZN 4090	Technische Elektronik	https://th-wildau.de/rvk-short/ZN4000-ZN4090
ZN 4100 - ZN 4194	Technologie elektronischer Funktionseinheiten	https://th-wildau.de/rvk-short/ZN4100-ZN4194
ZN 4200 - ZN 4270	Datenbücher zu Elektronischen Bauelementen	https://th-wildau.de/rvk-short/ZN4200-ZN4270
ZN 4300	Bauelemente der Elektrotechnik und Elektronik allgemein	https://th-wildau.de/rvk-short/ZN4300
ZN 4900 - ZN 4980	Integrierte Schaltungen. Mikroelektronik (IC; IS)	https://th-wildau.de/rvk-short/ZN4900-ZN4980
ZN 5000 - ZN 5160	Optoelektronik; Fotoelektronik	https://th-wildau.de/rvk-short/ZN5000-ZN5160
ZN 5200 - ZN 5260	Kryoelektronik	https://th-wildau.de/rvk-short/ZN5200-ZN5260
ZN 5300 - ZN 5860	Elektrische Netzwerke und Schaltungen	https://th-wildau.de/rvk-short/ZN5300-ZN5860
ZN 6000 - ZN 6570	Nachrichtentechnik; Telekommunikation	https://th-wildau.de/rvk-short/ZN6000-ZN6570
ZN 6800 - ZN 6880	Elektroakustik	https://th-wildau.de/rvk-short/ZN6800-ZN6880
ZN 8100 - ZN 8190	Starkstromtechnik. Elektrische Energietechnik und -erzeugung	https://th-wildau.de/rvk-short/ZN8100-ZN8190
ZN 8200 - ZN 8285	Elektrische Maschinen (Elektro-Motoren und Generatoren) und Antriebe	https://th-wildau.de/rvk-short/ZN8200-ZN8285
ZN 8300 - ZN 8360	Umformung elektrischer Energie	https://th-wildau.de/rvk-short/ZN8300-ZN8360
ZN 8400 - ZN 8480	Hochspannungstechnik	https://th-wildau.de/rvk-short/ZN8400-ZN8480
ZN 8500 - ZN 8660	Elektroenergiesysteme und -netze	https://th-wildau.de/rvk-short/ZN8500-ZN8660
ZN 8700 - ZN 8770	Technische Elektrochemie	https://th-wildau.de/rvk-short/ZN8700-ZN8770
ZN 8900 - ZN 8930	Elektrowärmetechnik	https://th-wildau.de/rvk-short/ZN8900-ZN8930
ZN 8950 - ZN 8970	Elektroinstallation; Elektrogeräte	https://th-wildau.de/rvk-short/ZN8950-ZN8970
ZN 8980 - ZN 8990	Lichttechnik	https://th-wildau.de/rvk-short/ZN8980-ZN8990
ZO	Verkehr, Transport	https://th-wildau.de/rvk-short/ZO
ZO 0001	Zeitschriften	https://th-wildau.de/rvk-short/ZO0001
ZO 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZO1000
ZO 1100 - ZO 2200	Bibliografien, Sammelschriften, Biografien	https://th-wildau.de/rvk-short/ZO1100-ZO2200
ZO 2250 - ZO 2650	Nachschlagewerke	https://th-wildau.de/rvk-short/ZO2250-ZO2650
ZO 2700 - ZO 2750	Ausbildung, Beruf, Forschung	https://th-wildau.de/rvk-short/ZO2700-ZO2750
ZO 2800	Beziehungen zu anderen Fachgebieten	https://th-wildau.de/rvk-short/ZO2800
ZO 3000	Allgemeines; umfassende und übergreifende Darstellungen	https://th-wildau.de/rvk-short/ZO3000
ZO 3050	Geschichte des Verkehrswesens	https://th-wildau.de/rvk-short/ZO3050
ZO 3100	Verkehrsplanung, Verkehrskonzepte	https://th-wildau.de/rvk-short/ZO3100
ZO 3200	Verkehrsanlagen, Verkehrswege (Land-Luft-Wasser)	https://th-wildau.de/rvk-short/ZO3200
ZO 3300	Verkehrsmittel;  Verkehrsmittelwahl	https://th-wildau.de/rvk-short/ZO3300
ZO 3400	Verkehrsindustrie allgemein	https://th-wildau.de/rvk-short/ZO3400
ZO 3600	Verkehrswesen (Betrieb und Organisation)	https://th-wildau.de/rvk-short/ZO3600
ZO 3700	Verkehrssicherheit	https://th-wildau.de/rvk-short/ZO3700
ZO 3800	Nahverkehr	https://th-wildau.de/rvk-short/ZO3800
ZO 3850	Landverkehr	https://th-wildau.de/rvk-short/ZO3850
ZO 3900 - ZO 3999	Verkehr in einzelnen Ländern	https://th-wildau.de/rvk-short/ZO3900-ZO3999
ZO 4000 - ZO 4999	Straßenverkehr	https://th-wildau.de/rvk-short/ZO4000-ZO4999
ZO 5000 - ZO 5999	Schienenverkehr, Eisenbahnwesen	https://th-wildau.de/rvk-short/ZO5000-ZO5999
ZO 6000 - ZO 6999	Schifffahrt	https://th-wildau.de/rvk-short/ZO6000-ZO6999
ZO 7000 - ZO 7999	Luftfahrt	https://th-wildau.de/rvk-short/ZO7000-ZO7999
ZO 8000 - ZO 8900	Weltraumfahrt und Raketentechnik	https://th-wildau.de/rvk-short/ZO8000-ZO8900
ZO 9000 - ZO 9755	Transportwesen	https://th-wildau.de/rvk-short/ZO9000-ZO9755
ZP	Energietechnik	https://th-wildau.de/rvk-short/ZP
ZP 0001	Zeitschriften	https://th-wildau.de/rvk-short/ZP0001
ZP 1000	Fortschrittsberichte und Referateorgane	https://th-wildau.de/rvk-short/ZP1000
ZP 1100 - ZP 2200	Bibliografien, Sammelschriften, Biografien	https://th-wildau.de/rvk-short/ZP1100-ZP2200
ZP 2250 - ZP 2650	Nachschlagewerke	https://th-wildau.de/rvk-short/ZP2250-ZP2650
ZP 2700 - ZP 2750	Ausbildung, Beruf, Forschung	https://th-wildau.de/rvk-short/ZP2700-ZP2750
ZP 2800	Beziehungen zu anderen Fachgebieten	https://th-wildau.de/rvk-short/ZP2800
ZP 2900	Technisch-ökonomische Probleme der Energieerzeugung, -übertragung und Verteilung und Standortfragen bei Energiesystemen und -netzen	https://th-wildau.de/rvk-short/ZP2900
ZP 3000	Allgemeine, zusammenfassende und übergreifende Darstellungen zur Energietechnik	https://th-wildau.de/rvk-short/ZP3000
ZP 3050	Geschichte der Energietechnik	https://th-wildau.de/rvk-short/ZP3050
ZP 3100	Populäre Darstellungen der Energietechnik	https://th-wildau.de/rvk-short/ZP3100
